headword,level,toefl,ielts
buck,B2,1,0
bucket,A1,1,1
buckle,B1,1,0
bud,B2,1,1
buddhism,B2,0,1
buddhist,B2,0,1
buddy,B1,1,0
budget,B2,1,1
buffalo,C1,0,1
buffer,C1,1,0
buffet,C1,0,1
buffoon,C1,1,0
buffoonery,C2,1,0
bug,A2,0,1
bugle,C1,1,1
build,A1,0,1
builder,B1,1,1
building,A1,0,1
bulb,A2,1,1
bulimia,B2,0,0
bulk,C1,1,1
bulk up,C1,0,0
bulky,C1,1,1
bull,B1,1,1
bullet,B1,1,1
bulletin,B1,0,1
bullion,C1,0,1
bullish,C1,0,1
bully,B2,0,0
bum,B2,0,0
bumblebee,B1,1,0
bump,B1,1,1
bumper,B2,1,0
bumpy,C1,0,1
bun,B2,0,0
bunch,B1,1,1
bundle,C2,1,1
burden,B1,1,1
burdensome,B2,1,1
bureau,B1,1,1
bureaucracy,B2,1,1
bureaucratic,C1,0,1
bureaucratically,C1,0,0
burgeon,C2,1,0
burgeoning,C2,0,0
burger,A1,0,0
burglar,B1,0,1
burglary,B2,0,1
burgle,B2,0,0
burial,B2,1,1
burn,A2,1,1
burner,C1,0,1
burning,B1,0,0
burrow,B2,1,0
burst,B1,1,1
bury,A2,1,1
bus,A1,1,1
bus station,A2,0,0
bus stop,A2,0,0
bush,A2,1,1
bushel,C1,0,1
business,A1,0,1
businesslike,C1,0,1
businessman,A2,0,0
businesswoman,A2,0,0
bust,B1,1,0
bustle,B2,1,0
bustling,B2,0,0
busy,A1,1,1
but,A1,0,1
butcher,B1,0,1
butchery,C1,0,1
butt,C1,1,1
butter,A1,1,1
butterfly,A1,1,1
button,A1,1,1
buy,A1,0,1
buyer,B1,1,1
buzz,B2,1,1
buzzard,C2,0,0
buzzer,C1,1,0
by,A1,0,0
by-product,C1,1,1
bye,A1,0,0
bygone,C1,0,1
bypass,C1,1,1
cab,A2,1,1
cabbage,B1,0,1
cabin,B1,1,1
cabinet,B2,1,1
cable,B2,1,1
cafe/café,A1,0,1
cafeteria,A2,0,1
caffeinate,C2,0,0
cage,B1,1,1
cake,A1,1,1
calamitous,C2,0,0
calamitously,C2,0,0
calamity,C2,0,0
calcium,B2,1,0
calculate,B1,1,1
calculation,B1,1,1
calculator,B1,1,0
calculus,B2,1,1
calendar,A2,1,1
calf,B1,0,1
call,A1,0,1
caller,B1,0,0
callous,C2,0,0
callously,C2,0,0
calm,B1,1,1
calmly,B2,0,1
calmness,B1,0,0
calorie,C1,1,1
calorific,C2,0,0
camel,B1,1,1
camera,A1,1,1
camouflage,B2,1,0
camp,A1,1,1
campaign,B2,1,1
camping,A2,0,1
campsite,B1,0,0
campus,A2,1,1
can,A1,1,1
Canadian,B1,0,1
canal,B1,1,1
canary,C1,1,1
cancel,B1,1,1
cancellation,C1,1,1
cancer,B1,1,1
candid,C1,1,1
candidate,B2,1,1
candidly,C1,0,0
candle,B1,1,1
candy,A1,0,1
cane,B2,0,1
canned,B1,0,1
cannon,B2,0,1
cannonball,B2,0,0
canoe,C1,1,1
canon,B2,1,1
canopy,B2,1,0
canteen,B1,0,1
canvas,B2,1,1
canvass,C1,0,1
canyon,B1,1,0
cap,A1,1,1
capability,B2,1,1
capable,B1,1,1
capacious,C2,1,0
capacity,B1,1,1
cape,C1,0,1
capillary,C1,1,0
capital,A2,1,1
capital letter,A2,0,0
capitalisation,C1,0,1
capitalise,C1,0,1
capitalism,C2,1,1
capitalist,C2,1,1
capsule,B1,0,0
captain,A2,1,1
caption,B2,1,1
captive,B2,0,1
capture,B1,1,1
car,A1,0,1
car park,A2,0,0
caravan,B2,0,1
carbon,B2,1,1
carbon dioxide,B2,0,0
carbon footprint,B2,0,0
carbon monoxide,B2,0,0
carbonize/carbonise,C2,0,0
card,A1,1,1
cardboard,B2,0,1
cardigan,B2,0,0
cardinal,B2,1,1
care,A1,0,1
career,B1,1,1
carefree,B2,0,0
careful,A1,1,1
carefully,A1,1,0
careless,B1,1,1
carelessly,B1,1,0
carelessness,B1,0,1
cargo,C2,1,1
caring,B2,0,0
carnival,B2,1,0
carnivore,B2,1,0
carol,C1,0,1
carpenter,C1,1,1
carpentry,C1,0,0
carpet,B1,1,1
carpool,B2,0,0
carriage,B1,1,1
carrier,C1,1,1
carrot,A2,1,1
carry,A1,0,1
cart,B2,1,1
carton,B1,0,1
cartoon,A1,1,1
cartridge,C1,1,1
carve,B2,1,1
carving,B2,1,1
cascade,B2,0,0
case,A1,0,1
cash,A2,1,1
cashier,C1,0,1
cashpoint,B1,0,0
cassette,A2,1,1
cast,B2,1,1
caste,C1,1,0
castle,A2,1,1
casual,B1,1,1
casually,B2,0,0
casualty,C2,1,1
cat,A1,1,1
catalog/catalogue,B2,1,1
catalyst,B2,1,1
catastrophe,B2,1,1
catastrophic,B2,0,0
catastrophically,C2,0,0
catch,A1,1,1
catchy,B2,0,0
categorization/categorisation,B2,0,0
categorize/categorise,B1,0,0
category,B1,1,1
cater,C1,1,1
catering,B2,0,0
caterpillar,A2,1,0
cathedral,B2,1,1
Catholic,B1,0,1
cattle,B1,1,1
cause,B2,1,1
caution,B1,1,1
cautious,B1,1,1
cavalry,B2,0,1
cave,B1,1,1
cavern,C1,1,1
cavity,C1,1,1
cay,C2,0,0
CD,A1,0,0
CD player,A1,0,0
CD-ROM,B1,0,0
cease,B2,1,1
ceaseless,C1,1,0
ceaselessly,C1,0,0
cedar,B2,1,0
ceiling,B2,1,1
celebrate,A1,1,1
celebrated,B2,1,0
celebration,A1,1,1
celebrity,B1,1,0
celery,C1,0,1
celestial,C1,1,0
cell,B1,1,1
cellar,B2,1,1
cellist,B2,0,0
cello,B2,0,0
cellular,B2,1,0
cellulose,C1,1,0
Celsius,B1,1,0
cement,B2,1,1
cemetery,B2,0,1
censor,C1,1,1
censorship,B2,0,1
census,B2,1,0
cent,A2,1,1
center/centre,A2,0,1
centigrade,B2,1,1
centimeter/centimetre,A2,1,1
central,B1,1,1
central heating,B1,0,0
centralized/centralised,C2,0,0
century,A2,1,1
ceramic,B2,1,0
cereal,A2,1,1
ceremonial,B1,1,1
ceremony,B1,1,1
certain,A2,0,1
certainly,A2,1,1
certainty,B1,1,1
certificate,B2,0,1
certification,B2,0,1
certify,B2,0,1
cessation,C1,1,0
chain,A2,1,1
chair,A1,1,1
chairman,A2,1,1
chairperson,C1,0,1
chairwoman,C2,0,1
chalk,B2,1,1
challenge,A2,1,1
challenging,B1,0,1
chamber,B1,1,1
champagne,A2,0,0
champion,B1,1,1
championship,A2,1,1
chance,A2,1,1
chancellor,B2,0,0
change,A1,0,1
changeable,C1,0,1
channel,B1,1,1
chaos,B1,1,1
chaotic,B2,1,0
chaotically,C1,0,0
chap,B2,0,1
chapel,B1,1,0
chapter,A2,1,1
character,A1,1,1
characteristic,B2,1,1
characterization/characterisation,C1,1,0
characterize/characterise,B1,1,1
charcoal,B2,1,1
charge,B1,1,1
chariot,B1,0,0
charity,B1,1,1
charm,B1,1,1
charming,B2,0,1
chart,A2,1,1
charter,C1,1,1
chase,B1,1,1
chat,B1,1,1
chat show,B1,0,0
chatter,B2,0,1
chauffer,C1,0,0
cheap,A2,1,1
cheat,B2,1,1
check,A1,1,1
check-in counter/check-in,B1,0,0
check-in desk/check-in,B1,0,0
check-out,B1,1,1
check-up,C1,1,1
checkout,B1,0,0
checkpoint,B2,0,0
cheek,A2,1,1
cheeky,B2,0,1
cheer,A2,1,1
cheerful,B1,0,1
cheerfully,B2,0,0
cheerfulness,B2,0,0
cheese,A1,1,1
chef,A2,1,0
chemical,A2,1,1
chemist,B1,1,1
chemistry,B1,1,1
chemotherapy,B2,1,0
cheque,A2,0,1
cherish,B1,1,1
cherished,B2,0,0
cherry,B2,0,1
chess,A2,1,1
chest,A2,1,1
chest of drawers,B1,0,0
chestnut,C1,0,1
chew,B2,1,1
chewing gum,B1,0,0
chick,C1,0,1
chicken,A1,1,1
chief,B1,1,1
chiefly,B2,0,1
child,A1,0,1
childhood,A2,1,1
childish,B2,0,1
childlike,C1,0,1
chili/chilli,A2,1,0
chill,C1,1,1
chilly,C1,1,1
chimney,B2,0,1
chimpanzee,A2,1,0
chin,A2,0,1
china,B2,1,1
Chinese,B1,0,1
chip,B2,1,1
chirp,A2,0,0
chisel,C1,1,0
chiselled,C1,0,0
chloride,C1,1,0
chlorophyll,C1,1,0
chocolate,A1,1,1
choice,A2,1,1
choir,B1,0,0
choke,B1,1,1
choose,A1,0,0
chop,B2,1,1
chord,B2,1,0
choreograph,C1,1,0
choreographical,C2,0,0
choreography,C2,1,0
chorus,B2,1,1
christ,B1,1,1
Christian,B1,0,1
christianity,B1,0,1
christmas,B1,0,1
chromosome,C1,1,0
chronic,B2,1,0
chronological,B1,1,0
chronologically,C2,0,0
chronology,C2,1,0
chrysalis,C2,0,0
chuckle,B1,0,0
chunk,B2,1,0
church,A1,1,1
churn,C1,0,0
cigar,C1,0,1
cigarette,A2,1,1
cinema,A1,1,1
cinematographer,C2,0,0
cinematography,C2,0,0
circa,C1,1,0
circle,A1,1,1
circuit,B2,1,1
circuitry,B2,0,0
circular,B1,1,1
circulate,C1,1,1
circulation,C1,1,1
circumference,B2,1,1
circumnavigate,C2,1,0
circumnavigation,C2,0,0
circumstance,B2,1,1
circus,B1,0,1
citation,C1,0,0
cite,C1,1,1
citizen,A2,1,1
citizenship,B1,1,1
city,A1,0,1
citywide,B2,0,0
civic,B2,1,0
civil,B1,1,1
civilian,B2,1,0
civilise,C1,0,1
civilization/civilisation,B1,1,1
claim,B1,1,1
clam,B2,1,0
clammy,C1,0,0
clamp,C1,0,1
clan,C1,1,0
clap,B2,1,1
clarification,C1,1,1
clarify,B2,1,1
clash,C2,0,1
clasp,C1,0,1
class,A1,0,1
classic,A2,1,1
classical,B1,1,1
classical music,A2,0,0
classification,B2,1,1
classify,B1,1,1
classmate,A1,0,1
classroom,A1,1,1
classy,C1,0,0
clatter,C1,0,1
clause,B2,1,1
claustrophobia,C1,0,0
claustrophobic,C1,0,0
claw,C1,1,1
clay,B2,1,1
clean,A1,1,1
cleaner,A2,0,0
cleanly,C1,0,0
clear,A2,0,1
clearance,B2,1,1
clearly,A2,1,1
clearness,B2,0,0
clench,C1,0,1
clerical,B2,0,0
clerk,A2,1,1
clever,A1,1,1
cleverness,C1,0,1
click,B1,1,0
client,B2,1,1
clientele,B2,0,1
cliff,B1,1,1
climactic,C1,0,0
climate,B1,1,1
climate change,B2,0,0
climax,C1,0,1
climb,A1,1,1
climber,B1,0,0
climbing,A2,0,0
clinch,C2,0,0
cling,C2,1,1
clinic,B1,1,1
clinical,C1,1,0
clip,B1,1,1
cloak,C1,0,1
clock,A1,1,1
clockwise,C1,1,1
clog,B2,1,0
cloister,C2,0,0
cloistered,C2,0,0
clone,A2,1,0
close,A1,0,1
closed,A1,0,1
closedown,C1,0,1
closely,B1,1,1
closeness,C1,0,0
closet,A2,1,1
closure,B2,1,0
cloth,A1,1,1
clothe,C1,0,1
clothes,A1,1,1
clothing,B2,1,1
cloud,A1,1,1
cloudy,A1,0,1
clown,A2,0,1
club,A1,1,1
clue,A2,1,1
clumsy,B2,1,1
cluster,B2,1,1
clutch,C1,1,1
clutter,C1,0,0
coach,A1,1,1
coaching,B2,0,0
coal,B1,1,1
coalition,B2,1,0
coarse,B2,1,1
coast,A2,1,1
coastal,B1,1,1
coastline,B2,0,0
coat,A1,1,1
coax,C2,1,0
cock,B2,0,1
cocktail,B2,0,1
cocoa,B2,0,0
coconut,B2,0,0
cocoon,C2,0,0
cod,B1,0,0
code,A1,1,1
codify,C1,1,1
coefficient,B2,1,1
coffee,A1,1,1
coffin,B1,0,1
cogent,C2,1,0
cogently,C2,0,0
cognitive,C2,1,0
coherence,B2,1,1
coherent,B2,1,1
cohesion,B2,1,1
cohesive,B2,1,1
coil,B2,1,1
coin,A2,1,1
coinage,C1,1,1
coincide,B2,1,1
coincidence,B2,1,1
coincident,C1,1,1
coke,A1,0,0
cola,A2,0,0
cold,A1,1,0
coldness,C1,0,1
collaborate,C1,1,1
collaboration,C1,1,1
collaborative,C1,0,0
collaborator,C1,0,0
collapse,B1,1,1
collar,B1,1,1
colleague,B2,1,1
collect,A1,1,1
collection,A1,1,1
collective,B1,1,1
collector,B2,1,0
college,A1,1,1
collide,C2,1,1
collider,C2,0,0
collision,B2,1,1
collocation,B2,0,0
colloquial,C2,1,0
colloquially,C2,0,0
colloquium,C2,0,0
colon,B2,0,0
colonel,B2,1,1
colonial,B2,1,1
colonist,C1,0,1
colony,B2,1,1
color/colour,A1,0,1
colorful/colourful,A2,1,1
colour-blind,C2,0,1
colourless,C1,0,1
column,A2,1,1
columnist,B1,0,1
coma,B2,0,0
comb,A2,0,1
combat,C2,1,1
combination,B1,1,1
combine,B1,1,1
combustion,C2,0,0
come,A1,0,1
comedian,B1,0,1
comedy,B1,1,1
comet,B1,1,0
comfort,B1,1,1
comfortable,A2,1,1
comfortably,B2,0,0
comic,A2,1,1
comma,B1,1,0
command,B1,1,1
commander,B2,1,1
commandment,C1,0,1
commemorate,B2,1,1
commemoration,C1,0,1
commence,C2,0,1
commend,C1,0,1
commendation,C1,0,0
commensurate,C2,0,0
commensurately,C2,0,0
comment,B1,1,1
commentary,B2,1,0
commerce,B2,1,1
commercial,B1,1,1
commercially,C1,0,0
commission,B2,1,1
commit,B1,1,1
commitment,A2,1,1
committee,A2,1,1
commode,C2,0,0
commodity,C2,1,1
common,A2,1,1
common sense,B1,0,0
commonly,B1,1,1
commonplace,B2,1,1
commonsense,C2,1,1
commonwealth,B2,0,1
commune,C1,0,1
communicate,A2,1,1
communication,A2,1,1
communicative,B2,1,1
communism,B2,0,1
communist,B2,1,1
community,B2,1,1
commute,B2,1,0
compact,B2,1,1
companion,B1,1,1
company,A2,0,1
comparable,C1,1,1
comparative,A2,1,1
comparatively,C1,1,1
compare,A2,1,1
comparison,B1,1,1
compass,B2,1,1
compassion,B2,0,0
compassionate,B2,0,0
compatible,B2,1,1
compel,C1,1,1
compellingly,C2,0,0
compensate,B2,1,1
compensation,B2,1,1
compete,B1,1,1
competence,B2,1,0
competent,B2,1,1
competition,A2,1,1
competitive,B1,1,1
competitiveness,B2,1,1
competitor,B1,1,1
compile,B2,1,1
complain,A2,1,1
complaint,A2,1,1
complement,B1,1,1
complementary,C1,0,0
complete,A2,1,1
completely,B1,1,1
completion,B2,1,1
complex,B1,1,1
complexion,B2,0,0
complexity,B2,1,1
compliance,C1,0,1
compliant,C1,1,0
compliantly,C1,0,0
complicate,B1,1,1
complicated,B1,1,1
complication,B2,1,0
compliment,B1,1,1
complimentary,C1,1,1
comply,C1,1,1
component,B2,1,1
componential,C2,0,1
compose,B1,1,1
composed,B1,0,1
composer,A2,1,1
composite,B2,1,1
composition,B1,1,1
compound,B1,1,1
comprehend,B2,1,1
comprehension,B2,1,1
comprehensive,B2,1,1
compress,B2,1,1
compression,B2,1,1
comprise,C1,1,1
compromise,B1,1,1
compromised,C1,0,0
compulsion,C1,1,0
compulsory,B2,1,1
computation,B2,1,1
compute,B2,1,1
computer,A1,0,1
computerize/computerise,C2,0,1
comrade,C1,0,1
con,C1,0,0
conceal,B2,1,1
concede,B2,1,1
conceit,B2,1,1
conceited,C2,0,1
conceivable,B2,0,0
conceive,B2,1,1
concentrate,A2,1,1
concentrated,B1,0,1
concentration,B1,1,1
concept,B1,1,1
conception,B2,1,1
conceptive,C2,0,1
conceptual,C1,1,0
concern,A2,0,1
concerned,B1,0,1
concerning,B2,1,1
concert,A1,1,1
concerted,B2,1,1
concerto,C1,1,0
concession,B2,1,1
conciliation,C2,0,0
conciliatory,C2,1,0
concise,B2,1,1
conclude,B1,1,1
conclusion,B1,1,1
conclusive,C2,1,1
concrete,B2,1,1
concur,C1,1,1
concurrence,C2,1,1
concurrent,B2,1,1
condemn,B2,1,1
condemnation,B2,1,1
condensation,C2,1,1
condense,C1,1,1
condenser,C1,1,1
condition,A2,1,1
conditional,C1,1,1
conditionally,C1,0,0
condone,C2,0,0
condor,C1,1,0
conduce,C1,1,1
conducive,B2,1,1
conduct,B1,1,1
conduction,B2,0,1
conductor,B2,1,1
conduit,C2,1,0
cone,B2,1,1
confabulate,C2,0,0
confabulation,C2,0,0
confection,C2,0,0
confederacy,C1,1,0
confer,B2,1,1
conference,B2,1,1
conferencing,B2,0,0
confess,B2,1,1
confession,B2,1,1
confide,C1,1,1
confidence,B1,1,1
confident,A2,1,1
confidential,C1,0,1
confidently,B2,0,0
configuration,C1,1,0
confine,B2,1,1
confinement,C1,1,1
confirm,B1,1,1
confirmation,B1,1,1
conflict,B1,1,1
conform,C1,1,1
conformity,C1,1,1
confound,C1,1,0
confront,B2,1,1
confrontation,C2,0,1
confrontational,C2,0,0
confrontationally,C2,0,0
confuse,A2,1,1
confused,A2,0,0
confusing,B1,0,0
confusion,B1,1,1
congestion,B2,1,1
conglomerate,C2,1,0
congratulate,B1,0,1
congratulation,A2,0,1
congregate,C1,1,0
congress,B2,1,1
congressman,C2,1,1
conjecture,C2,1,0
conjunction,B2,1,1
conjure,C1,0,0
connect,B1,1,1
connection/connexion,B1,1,1
connector,B2,1,0
connoisseur,C1,1,0
connotation,C2,1,0
connote,C2,1,0
conquer,B1,1,1
conqueror,C2,0,1
conquest,B2,0,1
conscience,B2,1,1
conscientious,C1,1,1
conscientiously,C1,0,1
conscious,B1,1,1
consciousness,B2,1,1
consecutive,C2,1,1
consensus,B2,1,0
consent,B2,1,1
consequence,A2,1,1
consequently,B1,1,1
conservation,B1,1,1
conservative,B1,1,1
conservatory,C1,1,0
conserve,C1,1,0
consider,A2,0,1
considerable,B1,1,1
considerably,B2,1,1
considerate,C1,1,1
consideration,B1,1,1
considering,B2,0,0
consign,C2,1,1
consignment,C2,0,1
consist,A2,1,1
consistency,B1,1,1
consistent,B2,1,1
consolation,B2,0,0
console,B2,1,1
consolidate,B2,1,1
consolidation,B2,0,1
consonant,B1,1,1
conspicuous,B2,1,1
conspiracy,B2,1,1
constable,C1,1,1
constant,B2,1,1
constantly,B1,1,1
consternation,C2,1,0
constituency,C1,1,0
constituent,B2,1,1
constitute,B1,1,1
constitution,B1,1,1
constitutive,C2,0,1
constrain,C1,1,0
constrained,C2,0,0
constraint,C1,1,1
construct,B1,1,1
construction,B1,1,1
constructive,B2,1,0
construe,C1,0,1
consul,C1,1,1
consulate,C1,1,1
consult,B2,1,1
consultancy,C1,0,0
consultant,B2,1,1
consultation,C1,1,1
consume,B1,1,1
consumer,B1,1,1
consumption,B1,1,1
contact,A2,1,1
contagion,C2,1,0
contain,B1,1,1
container,A2,1,1
contaminate,B2,1,0
contemplate,C2,1,1
contemplation,B2,0,1
contemporary,B2,1,1
contempt,B2,0,1
contemptuous,C2,1,1
contemptuously,C2,0,0
contend,C1,1,0
content,B2,1,1
contest,A1,1,1
contestant,C1,0,1
contested,C1,0,0
context,A2,1,1
contextual,C1,0,1
contextually,C1,0,0
continent,A2,1,1
continental,C2,1,1
contingency,B2,1,1
continual,B1,1,1
continually,B1,1,0
continuance,B2,1,1
continue,A2,0,1
continuity,C1,1,0
continuous,B1,1,1
continuously,B1,1,1
continuum,C2,1,0
contour,B2,1,0
contract,B2,1,1
contractor,C1,1,0
contractual,C2,0,1
contractually,C2,0,0
contradict,B2,1,1
contradiction,B2,1,1
contradictory,B2,1,0
contraption,C2,0,0
contrary,B1,1,1
contrast,A2,1,1
contribute,B1,1,1
contribution,B1,1,1
contributor,B2,1,0
contrive,C2,1,0
control,A2,1,1
controversial,B1,1,1
controversy,B2,1,1
convection,C1,1,0
convenience,A2,1,1
convenient,A2,1,1
conveniently,B2,0,0
convention,B2,1,1
conventional,B2,1,1
converge,C1,1,0
convergence,C1,1,0
conversant,C1,1,1
conversation,A1,1,1
converse,B2,1,1
conversely,B2,0,1
conversion,B2,1,1
convert,B2,1,1
convey,B1,1,1
conveyance,C1,1,1
convict,C1,1,1
conviction,C1,1,1
convince,B1,1,1
convinced,B2,1,1
convoluted,C1,0,0
cook,A1,1,1
cooker,A2,0,1
cookie,A1,0,0
cooking,A2,0,0
cool,A1,1,1
cooler,A2,0,0
coolness,C2,0,1
cooperate,B2,1,1
cooperation,B2,1,1
cooperative,B2,1,1
coordinate,B2,1,1
coordination,B2,1,1
cop,A1,0,0
cope,B2,1,1
copper,B2,1,1
copy,A1,1,1
copyright,B1,0,0
coral,B2,1,0
cord,B2,1,1
cordial,C1,0,1
cordially,C1,0,1
cordon,C2,0,0
core,B2,1,1
cork,C1,0,1
corn,A1,1,1
corner,A1,1,1
cornerstone,B2,0,0
cornet,B2,1,0
corona,B2,0,0
coronary,C1,1,0
corporal,B2,1,0
corporate,B2,1,1
corporation,B2,1,1
corps,C1,1,0
corpse,C2,1,0
corpus,C2,1,0
correct,A1,1,1
correction,B1,1,1
correctly,A2,1,1
correctness,B2,0,0
correlate,C2,1,1
correlation,C2,1,1
correspond,B2,1,1
correspondence,B2,1,1
correspondent,B2,0,1
corresponding,B2,1,1
corridor,B2,1,1
corrode,C1,1,1
corrosion,B2,1,1
corrupt,B2,0,1
corruption,B2,1,1
cortex,C1,1,0
cosmetics,B2,0,1
cosmic,C2,1,1
cosmopolitan,C1,1,1
cosmos,B2,1,1
cosset,C2,0,0
cost,A2,0,1
cost-effective,C1,0,0
costly,B2,1,1
costume,B2,1,0
cottage,B2,1,1
cotton,B1,1,1
couch,A1,0,1
cough,B2,1,1
could,A1,0,0
council,B1,1,1
counsel,C2,1,1
counseling/counselling,B1,1,0
counsellor,C2,0,1
counselor,B2,1,0
count,B1,1,1
countable,C1,0,1
countenance,B2,0,1
counter,B2,1,1
counter-offer,C2,0,1
countermand,C2,0,1
countermeasure,C2,0,1
counterpart,C1,1,1
counterproductive,C2,0,0
counterproductively,C2,0,0
countersign,C2,0,1
countersignature,C2,0,1
countless,B1,1,1
country,A2,0,1
countryman,B2,1,0
countryside,A2,1,1
countrywide,B2,0,0
county,B1,1,1
couple,A2,1,1
coupled,C1,0,0
courage,B1,0,1
courageous,B1,1,1
courgette,B1,0,0
course,A1,1,1
court,A2,1,1
courteous,C2,1,1
courtesy,B2,1,1
courtyard,B2,1,1
cousin,A1,1,1
cover,A1,0,1
coverage,C1,1,1
covering,B1,0,1
cow,A1,1,1
coward,B2,0,1
cowardly,B2,0,1
coziness/cosiness,B2,0,0
cozy/cosy,B2,1,0
crab,B2,1,1
crack,B2,1,1
cracker,A1,0,1
cradle,B2,0,1
craft,B1,1,1
craftsman,B2,0,0
craftsmanship,C1,0,1
crane,B2,0,1
cranial,C1,1,0
crash,B1,1,1
crate,C1,0,1
crater,B2,1,0
crave,C1,0,1
craving,C1,1,0
crawl,B2,1,1
craziness,C1,0,1
crazy,A2,1,1
cream,A2,1,1
creamy,C1,1,1
crease,B2,0,0
create,A2,0,1
creation,B2,1,1
creative,A2,1,1
creatively,B2,0,0
creativity,A2,1,0
creator,B1,1,0
creature,A2,1,1
credential,C1,1,0
credibility,C1,1,0
credible,C1,1,0
credibly,C1,0,0
credit,A2,1,1
credit card,A1,0,0
creditworthy,C2,0,1
creek,B2,1,1
creep,B1,1,0
creepy,B2,0,0
crew,B2,1,1
cricket,A2,0,1
crime,A2,1,1
criminal,B2,1,1
crimson,B2,1,1
cripple,B2,1,1
crippling,C2,1,0
crisis,B1,1,1
crisp,A2,0,1
crisscross,B2,1,0
criteria,C1,0,0
criterion,C1,1,0
critic,B1,1,1
critical,B1,1,1
critically,B2,1,0
criticism,B2,1,1
criticize/criticise,A2,1,1
critique,C1,1,0
crocodile,B2,0,0
crony,C2,0,0
crook,C1,0,1
crooked,B2,1,1
crop,B1,1,1
cross,A2,1,1
crossing,B1,1,1
crossly,B2,0,0
crossroads,B1,0,1
crouch,C1,1,1
crow,B1,1,1
crowd,A2,1,1
crowded,A2,0,0
crown,A2,0,1
crucial,B2,1,0
crude,C1,1,1
crudely,C1,0,0
cruel,B1,0,1
cruelly,B2,0,0
cruelty,B2,0,1
cruise,A2,1,1
crumb,C1,0,1
crumble,C1,1,1
crush,B1,1,1
crust,B2,1,1
crutch,C1,0,1
cry,A1,1,1
crystal,C2,1,1
crystallization/crystallisation,C2,0,0
crystallize/crystallise,B2,1,0
cube,B2,1,1
cubic,B2,1,1
cubism,B2,1,1
cuckoo,C1,0,1
cucumber,B1,1,1
cue,B2,1,0
cuff,B2,0,0
cull,C2,1,0
culminate,C1,1,0
culmination,B2,0,0
cult,B2,1,0
cultish,C2,0,0
cultivate,B1,1,1
cultivation,B2,1,1
cultural,B1,1,1
culturally,B2,0,0
culture,A1,1,1
cunning,C2,0,1
cup,A1,1,1
cupboard,A2,0,1
curate,C2,0,0
curator,C2,1,0
curb,C2,0,1
cure,B1,1,1
curiosity,B1,1,1
curious,B1,1,1
curiously,B1,0,0
curl,B2,0,1
curly,B1,0,1
currency,B1,1,1
current,B1,1,1
currently,B1,1,1
curriculum,B1,1,0
curry,A2,0,0
curse,A2,0,1
cursor,B2,0,0
curtail,C1,1,1
curtain,B1,1,1
curve,B1,1,1
cushion,B1,1,1
custody,C2,0,1
custom,A2,1,1
customary,C1,0,1
customer,A2,0,1
customs,B1,1,1
cut,B1,0,1
cute,A1,0,0
cutlery,C2,0,1
cutter,C1,0,1
cutting,B1,0,1
CV,B1,0,0
cyberaddict,B2,0,0
cybercafe/cybercafé,B2,0,0
cybercrime,B2,0,0
cyberpet,B2,0,0
cyberschool,B2,0,0
cyberspace,B2,0,0
cycle,B1,1,1
cyclic,C1,1,0
cycling,A2,0,0
cyclist,B2,0,1
cylinder,B1,1,0
cynic,C1,0,0
cynical,C1,1,0
cynically,C1,0,0
cynicism,C1,1,0
dad,A1,1,1
daddy,A1,0,0
daft,B2,0,0
dagger,C1,1,1
daily,A2,1,1
dainty,C1,0,1
dairy,B2,1,1
daisy,B1,1,0
dam,A2,1,1
damage,B1,1,1
damaged,B1,0,0
damn,B2,1,1
damp,B1,1,1
dampen,C2,1,0
damply,C1,0,0
dance,A1,1,1
dancer,A2,1,1
dancing,A1,0,0
dandelion,B2,0,0
danger,A2,1,1
dangerous,A2,1,1
dangerously,B1,0,0
Danish,B2,0,1
dare,B1,1,1
daring,B2,1,1
dark,A1,1,1
darken,C1,0,1
darkness,B1,1,1
darkroom,C1,0,0
darling,B2,1,1
dart,C1,1,1
dash,B2,0,1
data,B2,1,1
database,B2,1,0
date,A1,0,1
dated,B2,0,0
dating,B1,0,0
daughter,A1,1,1
daughter-in-law,B2,0,0
daunt,C1,1,0
daunting,C1,0,0
dawn,B2,1,1
day,A1,0,1
daybreak,C1,0,1
daydream,C1,0,0
daylight,A2,0,1
daytime,B2,1,1
daze,B1,0,1
dazzle,B1,0,1
dazzling,C2,1,1
de facto,B2,0,0
dead,A2,1,1
deaden,C2,0,0
deadline,B1,1,1
deadly,B1,1,1
deaf,B1,0,1
deafen,C2,0,1
deal,A2,1,1
dealer,B1,1,1
dealing,B1,0,1
dean,C1,0,1
dear,A1,1,1
dearly,B2,0,0
death,A2,1,1
deathly,C1,0,1
debate,A2,1,1
debit,B2,0,1
debit card,B2,0,0
debris,B1,1,0
debt,B1,1,1
debut,C1,1,0
decade,B2,1,1
decay,B2,1,1
deceased,C2,0,1
deceit,C1,1,1
deceitful,C1,1,1
deceive,B2,1,1
December,A1,0,1
decency,B2,1,1
decent,B2,1,1
decentralize/decentralise,C2,0,0
deception,C2,1,1
deceptive,B2,0,0
decide,A2,0,1
decided,B1,0,1
decidedly,B2,0,1
decimal,B2,1,1
decision,B1,0,1
decisive,B2,1,1
deck,B2,1,1
declaration,B1,1,1
declare,B1,1,1
declination,C2,0,0
decline,B1,1,1
decompose,C1,1,1
decomposition,B2,0,0
decorate,B2,1,1
decoration,B2,1,1
decorative,B2,1,1
decrease,B1,1,1
